wgs84(x),wgs84(y),time_series,geometry,status2,ST_NO,NAME_C,NAME_E,ADDR_C,ADDR_E,ADMICODE,TM_X,TM_Y,ELEV,WR_DIST_NO,DEPTID,RV_NO,ST_NO1,REMARKS,LONGITUDE,LATITUDE,STATUS,TRI_NAME,TOWN_ID,SETST_NODA,IP,PORT,IP_SRC,TM_X97,TM_Y97,PERMISTYPE,SETTYPE,UNITTYPE,UNITNAME,USETYPE1,USETYPE2,USETYPE3,USETYPE4,USETYPE5,USETYPE6,ENAME,WNAME,SPECIFICPR,TOWNID,VILLAGE,TRINO2,TRINO3,DAMAREA,ISLIGHTNIN,ISSTEAL,ISDISASTER,LANDSUBSID,OBSITEMS,EQUIPTYPE,RAINPACKCN,ISFENCE,SPACE,RAINMOUTH,ISRT,TRANSSEQ1,TRANSSEQ2,ISCOLLECTI,COLLECTION,ISCHECK,NOTCHCEKRE,TRANSTYPEW,TRANSTYPEC,TRANSTYPET,OBSTYPE,NORMALOBST,SHORTOBSTY,SHORTOBSRE,SHORTOBSPL,SHORTOBSOT,SHORTOBS_S,PAUSEOBSRE,ISREPLACE,REPLACE_ST,PAUSEDATE,NEXTOBSDAT,OBSREMARKS,ISSOLAR,ISLOCALCAL,SUN_W,SUN_CNT,ISSUNSHINE,ISCOVER,SD,DRIVEDISTA,WALKDISTAN,MAINTAINCY,SOLARREMAR,STAFFOPERA,STAFFCOMPI,STNAME_E,NOTCHECKOT,CANCELNO,U_NO,X_84,Y_84
120.248153,23.228686,false,Point,現存,C0X060,下營,Xiaying,臺南市下營區仁里里下營國小附近,NULL,6,172226.13,2570011.22,19.0,30,99,NULL,NULL,NULL,"120°14'53.35""","23°13'43.27""",NULL,NULL,6700800,00:00.0,NULL,NULL,NULL,173055.35,2569805.71,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6700800,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Xiaying,NULL,NULL,15,NULL,NULL
120.2825,23.494611,false,Point,現存,C0M740,六腳,Liujiao,嘉義縣六腳鄉蒜頭村73-2號(六腳消防分隊),NULL,21,175887.66,2599443.16,15.0,30,99,NULL,NULL,NULL,"120°16'57.00""","23°29'40.60""",NULL,NULL,1001008,00:00.0,NULL,NULL,NULL,176716.85,2599237.54,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1001008,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Liujiao,NULL,NULL,15,NULL,NULL
120.283672,23.575803,false,Point,現存,C0K410,北港,Beigang,雲林縣北港鎮大同路565號(北港消防分隊),NULL,17,176052.28,2608434.28,20.0,20,99,NULL,NULL,NULL,"120°17'01.22""","23°34'32.89""",NULL,NULL,1000906,00:00.0,NULL,NULL,NULL,176881.47,2608228.63,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1000906,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Beigang,NULL,NULL,15,NULL,NULL
120.284911,22.674911,false,Point,現存,C0V810,左營,Zuoying,高雄市左營區左營大路1號(高雄市立海青高級工商職業學校資訊大樓樓頂),NULL,14,175689.67,2508667.85,32.0,30,99,NULL,NULL,NULL,"120°17'05.68""","22°40'29.68""",NULL,NULL,6400300,00:00.0,NULL,NULL,NULL,176518.89,2508462.61,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6400300,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Zuoying,NULL,NULL,15,NULL,NULL
120.295503,23.692672,false,Point,現存,C0K430,褒忠,Baozhong,雲林縣褒忠鄉中正路451號(褒忠鄉公所),NULL,17,177323.73,2621371.36,30.0,20,99,NULL,NULL,NULL,"120°17'43.81""","23°41'33.62""",NULL,NULL,1000915,00:00.0,NULL,NULL,NULL,178152.91,2621165.65,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1000915,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Baozhong,NULL,NULL,15,NULL,NULL
120.300231,23.413075,false,Point,現存,C0M780,鹿草,Lucao?,嘉義縣鹿草鄉西井村287號(鹿草鄉公所),NULL,21,177654.77,2590404.48,30.0,30,99,NULL,NULL,NULL,"120°18'00.83""","23°24'47.07""",NULL,NULL,1001011,00:00.0,NULL,NULL,NULL,178483.96,2590198.89,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1001011,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Lucao?,NULL,NULL,15,NULL,NULL
120.306892,23.651545,false,Point,現存,C0K500,元長,Yuanchang,雲林縣元長鄉長南村仁愛街2號(元長鄉公所),NULL,17,178463.13,2616810.83,12.0,20,99,NULL,NULL,NULL,"120°18'24.81""","23°39'05.56""",NULL,NULL,1000917,00:00.0,NULL,NULL,NULL,179292.31,2616605.14,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1000917,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yuanchang,NULL,NULL,15,NULL,NULL
120.301366,23.578469,false,Point,現存,O1J81,北港(2),BEI GANG 2,雲林縣北港鎮成功路30號(北辰國小),"No.30, Chenggong Rd., Beigang Township, Yunlin County 651, Taiwan (R.O.C.)",17,177848.25,2608724.17,9.0,20,5,1540,3300780,None,"120°18'4.9""","23°34'42.5""",NULL,石榴班溪,1000906,00:00.0,010.116.25.006,4848,PROCAL,178689.0,2608515.0,1,1,5,北辰國小,0,1,0,0,0,0,NULL,NULL,NULL,1000906,NULL,154010,154011,NULL,3,3,3,1,0,0,1,0,200,20,1,8,8,1,4,1,0,1,0,NULL,0,1,0,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,1,0,5,1,1,0,0,2,0,3,NULL,222,222,BEI GANG 2,NULL,NULL,8,120.3,23.57
120.311032,23.701126,false,Point,現存,01K060,褒忠(2),BAO ZHONG-2,雲林縣褒忠鄉中勝路72號（褒忠國小）,"No72, Zhongsheng Rd., Baozhong Township, Yunlin County 634, Taiwan (R.O.C.)",17,178913.6,2622300.8,13.0,20,5,1530,3130130,None,"120°18'40""","23°42'4""",NULL,舊虎尾溪,1000915,00:00.0,010.116.25.013,4855,PROCAL,179741.25,2622094.16,1,0,5,褒忠國小,0,1,0,0,0,0,NULL,NULL,NULL,1000915,埔姜村,0,0,NULL,3,3,3,1,0,0,1,1,150,20,1,8,8,1,4,1,0,1,0,NULL,0,1,0,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,1,0,5,1,1,0,2,3,0,3,NULL,274,223,BAO ZHONG-2,NULL,NULL,8,NULL,NULL
120.312789,23.854225,false,Point,現存,C0G740,大城,Dacheng,彰化縣大城鄉東城村中平路185號(大城鄉公所),NULL,22,179173.21,2639254.68,24.0,20,99,NULL,NULL,NULL,"120°18'46.04""","23°51'15.21""",NULL,NULL,1000724,00:00.0,NULL,NULL,NULL,180002.38,2639048.9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1000724,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Dacheng,NULL,NULL,15,NULL,NULL
120.316682,23.31069,false,Point,現存,C0X250,新營,Xinying,臺南市新營區中正路30號(南瀛親子館),NULL,6,179284.33,2579059.78,33.0,30,99,NULL,NULL,NULL,"120°19'00.05""","23°18'38.48""",NULL,NULL,6700100,00:00.0,NULL,NULL,NULL,180111.73,2578852.3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6700100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Xinying,NULL,NULL,15,120.31668,23.31068
120.323303,23.456792,false,Point,現存,C0M680,太保,Taibao,嘉義縣太保市太保里31號(太保市圖書館),NULL,21,180035.57,2595234.61,37.0,30,99,NULL,NULL,NULL,"120°19'23.89""","23°27'24.45""",NULL,NULL,1001001,00:00.0,NULL,NULL,NULL,180864.75,2595029.01,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1001001,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Taibao,NULL,NULL,15,NULL,NULL
120.327161,22.876337,false,Point,現存,01P500,阿蓮(2),A LIAN -2,高雄市阿蓮區清蓮里中山路222號(水利會阿蓮工作站),"No.222, Zhongshan Rd., Alian Dist., Kaohsiung City",14,180135.0,2530955.0,21.0,30,6,1670,4700140,None,"120°19'38.0""","22°52'35.0""",NULL,阿公店溪,6402300,00:00.0,010.116.26.006,4862,PROCAL,180961.94,2530747.27,1,1,8,阿蓮工作站,0,0,0,0,0,0,NULL,NULL,NULL,6402300,清蓮村,None,None,NULL,3,3,3,0,0,0,1,0,200,60,1,7,8,1,4,1,0,1,NULL,NULL,0,1,0,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,1,0,5,1,1,0,1,1,0,3,NULL,462,462,A LIAN -2,NULL,NULL,8,120.3,22.87
120.337161,23.025694,false,Point,現存,01O710,虎頭埤,HU TOU PI,臺南市新化區東榮里中興路42巷36號(虎頭埤水庫),"No.36, Ln. 42, Jhongsing Rd.,Dongrong Vil., Sinhua Dist., Tainan City",6,181234.8,2547489.6,34.0,30,6,1650,4300080,None,"120°20'14.0""","23°1'32.0""",NULL,柴頭港溪排水,6701800,00:00.0,010.116.26.004,4860,PROCAL,182062.67,2547281.96,1,0,8,虎頭埤風景區,0,0,0,0,0,0,NULL,NULL,NULL,6701800,東榮里,165050,None,NULL,3,1,0,0,0,0,1,1,200,60,1,7,8,1,4,1,0,1,NULL,NULL,0,1,0,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,1,0,5,1,1,0,1,2,0,3,NULL,462,462,HU TOU PI,NULL,NULL,8,120.3,23.02
120.3376,23.555011,false,Point,現存,C0M790,新港,Xingang,嘉義縣新港鄉公園路28號(新港消防分隊),NULL,21,181546.47,2606105.19,15.0,30,99,NULL,NULL,NULL,"120°20'15.36""","23°33'18.04""",NULL,NULL,1001007,00:00.0,NULL,NULL,NULL,182375.64,2605899.54,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1001007,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Xingang,NULL,NULL,15,NULL,NULL
120.354211,23.368095,false,Point,現存,C0X260,後壁,Houbi,臺南市後壁區後壁里129號(後壁圖書館),NULL,6,183149.45,2585397.42,39.0,30,99,NULL,NULL,NULL,"120°21'15.16""","23°22'05.14""",NULL,NULL,6700500,00:00.0,NULL,NULL,NULL,183978.62,2585191.85,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6700500,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Houbi,NULL,NULL,15,NULL,NULL
120.355339,22.803203,false,Point,現存,H1O082,竹仔腳,CHUTZUCHIAO,高雄市燕巢區工程路1號,"No.1, Gongcheng Rd., Yanchao Dist., Kaohsiung City 824, Taiwan (R.O.C.)",14,182991.0,2522844.0,46.0,30,13,1670,NULL,NULL,"120°21'19""","22°48'11""",NULL,阿公店溪,6402100,NULL,NULL,NULL,NULL,183817.92,2522635.82,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6402100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,以web service介接,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,288,288,CHUTZUCHIAO,NULL,NULL,8,NULL,NULL
120.359791,22.964959,false,Point,現存,01N860,崎頂,QI DING,臺南市龍崎區崎頂里(崎頂民眾服務站),"Qiding, Longqi Dist., Tainan City",6,183525.3,2540753.7,100.0,30,6,1650,4300150,None,"120°21'35.0""","22°57'54.0""",NULL,許縣溪,6703000,00:00.0,010.116.26.008,4864,PROCAL,184352.81,2540546.0,NULL,NULL,NULL,崎頂民眾服務社,0,0,0,0,0,0,NULL,NULL,NULL,6703000,崎頂村,165020,None,NULL,NULL,3,3,0,0,0,1,0,200,90,1,7,8,1,4,1,0,1,NULL,NULL,0,1,0,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,1,0,5,1,1,0,1,2,0,3,NULL,462,462,QI DING,NULL,NULL,8,120.3,22.96
120.365458,23.258981,false,Point,現存,C0X270,柳營,Liuying?,臺南市柳營區果毅里61號(果毅國小),NULL,6,184246.36,2573308.78,33.0,30,99,NULL,NULL,NULL,"120°21'55.65""","23°15'32.33""",NULL,NULL,6700400,00:00.0,NULL,NULL,NULL,185075.53,2573103.26,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6700400,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Liuying?,NULL,NULL,15,NULL,NULL
